Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"43439","1","2019-01-03 16:56:31","0","3100","<machine-learning><python><pandas><dataframe>","2",""
"43440","2","2019-01-03 17:00:12","1","","","",""
"43441","2","2019-01-03 17:32:19","1","","","",""
"43442","2","2019-01-03 17:33:32","-1","","","",""
"43444","1","2019-01-03 17:55:45","3","262","<feature-selection><decision-trees><feature-engineering><feature-construction>","3",""
"43447","1","2019-01-03 19:10:53","1","341","<word2vec><activation-function>","1",""
"43448","2","2019-01-03 19:17:51","3","","","",""
"43450","1","2019-01-03 20:30:12","5","169","<machine-learning><python><cost-function>","2","5"
"43451","1","2019-01-03 21:07:05","2","292","<pytorch><gpu><google><colab>","0",""
"43453","2","2019-01-03 21:31:06","10","","","",""
"43455","1","2019-01-03 22:42:20","0","63","<orange>","1",""
"43456","1","2019-01-03 23:07:56","0","210","<statistics><tsne>","1",""
"43457","1","2019-01-03 23:56:47","1","840","<machine-learning><keras><tensorflow><time-series><cnn>","2",""
"43458","2","2019-01-04 00:00:22","1","","","",""
"43459","1","2019-01-04 00:06:38","0","322","<convnet>","1",""
"43461","1","2019-01-04 00:42:42","1","106","<machine-learning><time-series><feature-engineering><data-leakage>","1",""
"43463","1","2019-01-04 06:03:52","2","904","<machine-learning><deep-learning><keras><cnn><image-classification>","1",""
"43465","1","2019-01-04 06:56:12","0","128","<neural-network><deep-learning><nlp><dataset>","1",""
"43467","1","2019-01-04 07:15:05","1","56","<neural-network><logistic-regression><recurrent-neural-net><sequential-pattern-mining><mini-batch-gradient-descent>","0",""
"43468","2","2019-01-04 08:45:37","0","","","",""
"43469","1","2019-01-04 09:30:33","1","85","<machine-learning><r>","1",""
"43471","1","2019-01-04 10:26:10","5","378","<neural-network><classification><overfitting>","3","1"
"43473","2","2019-01-04 10:29:12","4","","","",""
"43474","2","2019-01-04 10:33:47","2","","","",""
"43475","2","2019-01-04 10:34:14","0","","","",""
"43476","2","2019-01-04 10:56:53","0","","","",""
"43477","2","2019-01-04 11:34:54","0","","","",""
"43478","2","2019-01-04 12:22:52","2","","","",""
"43479","1","2019-01-04 12:41:36","1","1506","<machine-learning><deep-learning><keras>","2",""
"43482","2","2019-01-04 13:30:09","2","","","",""
"43483","1","2019-01-04 13:43:48","2","111","<data-mining><statistics><probability><data-science-model><data-analysis>","2",""
"43484","2","2019-01-04 13:48:59","1","","","",""
"43485","1","2019-01-04 14:02:00","0","287","<machine-learning><decision-trees><feature-extraction>","1",""
"43486","2","2019-01-04 14:31:41","-2","","","",""
"43487","2","2019-01-04 15:07:33","0","","","",""
"43488","1","2019-01-04 15:08:51","1","30","<neural-network><tensorflow><accuracy>","0",""
"43489","2","2019-01-04 15:49:38","0","","","",""
"43490","2","2019-01-04 16:18:35","0","","","",""
"43491","2","2019-01-04 16:48:47","0","","","",""
"43493","1","2019-01-04 17:54:25","2","110","<python><neural-network><visualization><jupyter><ipython>","1",""
"43506","1","2019-01-04 18:22:50","2","85","<neural-network>","2",""
"43507","2","2019-01-04 18:31:12","1","","","",""
"43494","1","2019-01-04 18:31:33","1","105","<feature-selection><unsupervised-learning><pca>","0",""
"43495","2","2019-01-04 18:55:42","0","","","",""
"43497","1","2019-01-04 20:39:46","2","123","<machine-learning><recommender-system><regularization><matrix-factorisation>","0",""
"43499","2","2019-01-04 22:16:24","0","","","",""
"43500","1","2019-01-05 00:05:43","0","558","<machine-learning><neural-network><regularization>","1",""
"43502","1","2019-01-05 01:04:35","2","26","<r>","1",""
"43503","2","2019-01-05 02:58:12","0","","","",""
"43510","2","2019-01-05 07:55:18","0","","","",""
"43511","2","2019-01-05 10:06:14","0","","","",""
"43512","1","2019-01-05 10:22:34","2","528","<keras><tensorflow><rnn><training><gan>","0","1"
"43513","1","2019-01-05 11:08:33","1","707","<python><scikit-learn><cross-validation><machine-learning-model>","1",""
"43514","1","2019-01-05 11:14:38","3","469","<feature-extraction><feature-engineering>","3",""
"43515","2","2019-01-05 12:14:17","2","","","",""
"43517","1","2019-01-05 13:16:19","0","62","<neural-network><regression><rnn><recurrent-neural-net><pytorch>","1",""
"43518","2","2019-01-05 13:41:30","0","","","",""
"43519","1","2019-01-05 14:25:10","1","31","<neural-network><deep-learning><time-series><anomaly-detection>","0",""
"43522","2","2019-01-05 15:06:10","1","","","",""
"43524","1","2019-01-05 15:18:23","2","4110","<machine-learning><python><reinforcement-learning>","1","4"
"43526","2","2019-01-05 15:48:17","0","","","",""
"43529","2","2019-01-05 16:40:55","0","","","",""
"43530","1","2019-01-05 16:54:16","1","130","<machine-learning><data-mining><feature-selection><preprocessing><weka>","0",""
"43533","2","2019-01-05 18:37:41","0","","","",""
"43534","1","2019-01-05 18:56:34","2","38","<machine-learning><data-mining><feature-engineering><weka>","1",""
"43535","2","2019-01-05 19:36:18","1","","","",""
"43537","2","2019-01-05 21:05:27","0","","","",""
"43538","1","2019-01-05 21:40:44","1","34","<machine-learning><time-series><machine-learning-model>","0",""
"43539","1","2019-01-05 22:19:33","0","117","<machine-learning><r><scikit-learn><sql><association-rules>","1",""
"43540","1","2019-01-06 00:35:24","1","83","<machine-learning><backpropagation><numpy>","0",""
"43541","2","2019-01-06 01:40:45","2","","","",""
"43542","1","2019-01-06 02:04:46","0","1271","<machine-learning><regression><random-forest><linear-regression>","1",""
"43546","2","2019-01-06 05:09:18","1","","","",""
"43548","2","2019-01-06 06:54:18","0","","","",""
"43549","1","2019-01-06 07:52:27","2","1541","<nlp>","0",""
"43570","1","2019-01-06 07:57:13","0","22","<image-recognition>","1",""
"43550","1","2019-01-06 09:03:49","1","381","<error-handling>","1",""
"43551","2","2019-01-06 09:22:46","2","","","",""
"43553","1","2019-01-06 10:19:18","1","148","<machine-learning><time-series><java>","0",""
"43556","2","2019-01-06 11:24:06","1","","","",""
"43557","1","2019-01-06 11:39:46","1","84","<machine-learning><kernel>","1",""
"43571","2","2019-01-06 12:57:35","0","","","",""
"43561","1","2019-01-06 13:44:58","1","22","<machine-learning><unsupervised-learning><pca><plotting>","0",""
"43565","1","2019-01-06 14:09:21","1","77","<data-mining><text-mining><ranking>","0","0"
"43566","2","2019-01-06 14:36:21","1","","","",""
"43568","1","2019-01-06 14:56:02","0","149","<classification><scikit-learn><normalization><audio-recognition>","2",""
"43569","1","2019-01-06 15:27:22","1","1718","<time-series><lstm>","1","3"
"43572","2","2019-01-06 16:48:03","2","","","",""
"43573","2","2019-01-06 17:05:22","0","","","",""
"43574","2","2019-01-06 17:33:16","2","","","",""
"43577","1","2019-01-06 18:36:41","0","30","<machine-learning>","1",""
"43581","5","2019-01-06 19:08:13","0","","","",""
"43582","4","2019-01-06 19:08:13","0","","","",""
"43583","5","2019-01-06 19:10:08","0","","","",""
"43584","4","2019-01-06 19:10:08","0","","","",""
"43585","5","2019-01-06 19:14:20","0","","","",""
"43586","4","2019-01-06 19:14:20","0","","","",""
"43587","2","2019-01-06 19:44:54","0","","","",""
"43590","1","2019-01-06 20:52:34","0","2847","<machine-learning><data-science-model>","2","1"
"43592","1","2019-01-06 21:45:23","0","878","<reinforcement-learning><dqn>","1",""
"43594","2","2019-01-06 23:27:14","4","","","",""
"43595","1","2019-01-06 23:34:25","2","122","<deep-learning><convnet><deep-network>","1",""
"43596","2","2019-01-07 00:28:29","4","","","",""
"43601","2","2019-01-07 06:36:02","0","","","",""
"43602","1","2019-01-07 06:58:10","1","141","<machine-learning><prediction><geospatial>","2","2"
"43603","1","2019-01-07 07:06:13","0","61","<machine-learning><gradient-descent>","1",""
"43605","2","2019-01-07 08:04:48","0","","","",""
"43607","2","2019-01-07 09:26:47","0","","","",""
"43608","1","2019-01-07 09:42:59","1","80","<dataset><predictive-modeling><feature-engineering><machine-learning-model>","2",""
"43609","1","2019-01-07 10:12:53","0","207","<machine-learning><decision-trees><linear-regression>","1","1"
"43610","1","2019-01-07 10:30:25","1","45","<machine-learning><python>","0","1"
"43612","2","2019-01-07 11:04:33","1","","","",""
"43614","2","2019-01-07 11:41:57","1","","","",""
"43616","2","2019-01-07 12:14:00","0","","","",""
"43617","2","2019-01-07 13:03:00","2","","","",""
"43618","2","2019-01-07 13:11:50","0","","","",""
"43619","1","2019-01-07 13:14:03","1","141","<linear-regression>","1",""
"43621","1","2019-01-07 13:43:30","1","103","<keras><tensorflow>","1",""
"43622","2","2019-01-07 13:49:08","1","","","",""
"43623","2","2019-01-07 13:57:29","1","","","",""
"43624","1","2019-01-07 14:05:25","2","144","<python><r><matplotlib><ggplot2>","1",""
"43625","2","2019-01-07 15:20:35","1","","","",""
"43626","2","2019-01-07 15:41:05","0","","","",""
"43627","2","2019-01-07 15:51:17","1","","","",""
"43630","2","2019-01-07 16:53:54","2","","","",""
"43631","1","2019-01-07 16:57:47","0","2222","<categorical-data><correlation>","2",""
"43632","2","2019-01-07 17:03:15","0","","","",""
"43633","1","2019-01-07 17:13:10","1","29","<machine-learning><deep-learning><multiclass-classification><data-science-model><object-detection>","0","1"
"43634","2","2019-01-07 17:35:56","3","","","",""
"43635","1","2019-01-07 19:02:57","1","195","<ocr>","0",""
"43636","1","2019-01-07 20:11:28","3","1339","<classification><keras><feature-engineering><encoding>","1",""
"43637","2","2019-01-07 21:09:42","1","","","",""
"43638","2","2019-01-07 21:59:59","1","","","",""
"43642","2","2019-01-07 23:19:17","1","","","",""
"43643","1","2019-01-08 01:21:29","1","866","<deep-learning><evaluation>","1",""
"43644","2","2019-01-08 02:56:06","0","","","",""
"43647","2","2019-01-08 06:12:20","0","","","",""
"43648","1","2019-01-08 06:15:31","0","229","<image-classification><computer-vision><object-detection><object-recognition><faster-rcnn>","1",""
"43651","2","2019-01-08 06:53:17","0","","","",""
"43653","2","2019-01-08 06:55:55","1","","","",""
"43655","2","2019-01-08 07:47:08","1","","","",""
"43657","2","2019-01-08 08:42:30","1","","","",""
"43658","1","2019-01-08 08:47:27","2","334","<learning>","0",""
"43660","2","2019-01-08 09:19:52","0","","","",""
"43661","1","2019-01-08 09:21:21","1","132","<machine-learning><regression><machine-learning-model><overfitting>","2",""
"43662","2","2019-01-08 09:35:45","0","","","",""
"43663","1","2019-01-08 10:02:16","1","97","<clustering><feature-extraction>","1",""
"43665","1","2019-01-08 11:08:29","1","77","<time-series>","1","1"
"43668","2","2019-01-08 12:48:48","1","","","",""
"43671","1","2019-01-08 13:43:30","1","66","<machine-learning><linear-regression>","0",""
"43673","1","2019-01-08 14:10:56","3","420","<svm>","1","2"
"43675","1","2019-01-08 14:40:44","2","134","<pca><tsne>","0",""
"43676","1","2019-01-08 14:43:36","1","30","<unbalanced-classes><data-science-model><smote>","0",""
"43677","1","2019-01-08 14:53:50","0","21","<classification><sampling><binary>","1",""
"43678","2","2019-01-08 15:09:26","1","","","",""
"43679","1","2019-01-08 15:15:33","1","48","<keras><churn>","1",""
"43681","2","2019-01-08 16:19:52","1","","","",""
"43682","1","2019-01-08 16:31:02","1","439","<machine-learning><classification><feature-selection><decision-trees>","1","1"
"43683","2","2019-01-08 16:49:04","1","","","",""
"43684","2","2019-01-08 17:15:40","1","","","",""
"43685","2","2019-01-08 17:55:51","1","","","",""
"43686","2","2019-01-08 18:57:32","3","","","",""
"43687","2","2019-01-08 21:03:09","2","","","",""
"43689","1","2019-01-08 21:51:06","3","79","<regression><feature-extraction><feature-engineering><kernel>","3",""
"43690","1","2019-01-08 21:52:33","1","27","<cnn><cross-validation><training><loss-function>","0",""
"43691","1","2019-01-08 22:01:37","0","46","<tensorflow><cnn><image-recognition>","1",""
"43692","2","2019-01-08 22:23:03","0","","","",""
"43693","1","2019-01-08 22:33:55","0","319","<accuracy>","1",""
"43694","2","2019-01-08 22:40:56","0","","","",""
"43695","2","2019-01-08 22:42:58","2","","","",""
"43698","2","2019-01-09 00:50:58","1","","","",""
"43699","1","2019-01-09 01:15:04","0","643","<machine-learning><neural-network><deep-learning><tensorflow><pytorch>","2",""
"43701","2","2019-01-09 03:23:29","0","","","",""
"43702","1","2019-01-09 06:06:03","2","35","<keras><tensorflow><google-prediction-api>","1","1"
"43704","2","2019-01-09 06:18:44","1","","","",""
"43705","2","2019-01-09 06:43:19","0","","","",""
"43707","2","2019-01-09 07:10:42","0","","","",""
"43708","2","2019-01-09 07:26:59","1","","","",""
"43709","2","2019-01-09 07:49:33","3","","","",""
"43712","2","2019-01-09 08:55:09","0","","","",""
"43713","1","2019-01-09 09:01:03","0","165","<clustering><dirichlet>","1",""
"43715","1","2019-01-09 10:02:30","1","41","<neural-network><tensorflow>","1",""
"43716","2","2019-01-09 10:05:50","2","","","",""
"43717","1","2019-01-09 10:42:31","0","49","<machine-learning><prediction><metric>","2","1"
"43718","2","2019-01-09 11:14:49","0","","","",""
"43721","1","2019-01-09 13:17:54","0","1294","<keras><nlp><lda><tfidf>","1","1"
"43723","2","2019-01-09 13:54:07","1","","","",""
"43724","2","2019-01-09 14:42:57","0","","","",""
"43725","1","2019-01-09 14:44:27","0","603","<machine-learning><deep-learning><classification><image-classification>","2",""
"43727","2","2019-01-09 15:33:32","0","","","",""
"43728","1","2019-01-09 15:50:21","2","119","<machine-learning><supervised-learning><accuracy>","1",""
"43729","2","2019-01-09 16:39:47","0","","","",""
"43730","2","2019-01-09 16:53:47","1","","","",""
"43731","1","2019-01-09 17:14:07","0","20","<machine-learning><neural-network><machine-learning-model>","1",""
"43732","2","2019-01-09 17:37:55","1","","","",""
"43733","1","2019-01-09 17:43:20","1","28","<optimization><supervised-learning><forecast>","1",""
"43734","1","2019-01-09 18:17:55","1","25","<data-mining><association-rules><market-basket-analysis>","0",""
"43735","1","2019-01-09 18:54:25","4","79","<optimization><bayesian><hyperparameter-tuning>","2",""
"43736","2","2019-01-09 19:02:22","2","","","",""
"43737","2","2019-01-09 19:19:38","0","","","",""
"43738","2","2019-01-09 19:21:09","2","","","",""
"43739","1","2019-01-09 19:38:07","2","36","<preprocessing><normalization>","1",""
"43740","1","2019-01-09 19:40:00","0","93","<neural-network><keras><tensorflow><pytorch>","1",""
"43741","2","2019-01-09 19:46:06","0","","","",""
"43742","2","2019-01-09 20:19:21","0","","","",""
"43743","2","2019-01-09 20:40:28","1","","","",""
"43744","1","2019-01-09 20:40:31","1","17","<machine-learning-model><representation>","0",""
"43745","2","2019-01-09 20:52:38","2","","","",""
"43747","2","2019-01-09 21:08:05","1","","","",""
"43749","1","2019-01-10 00:34:16","0","116","<convnet><gan>","0",""
"43750","2","2019-01-10 02:32:18","0","","","",""
"43753","1","2019-01-10 04:30:27","1","880","<deep-learning><convnet>","1",""
"43756","1","2019-01-10 05:57:03","1","825","<deep-learning><tensorflow>","2",""
"43757","1","2019-01-10 06:30:04","2","31","<machine-learning><predictive-modeling>","1",""
"43758","2","2019-01-10 06:44:46","0","","","",""
"43759","2","2019-01-10 08:20:24","0","","","",""
"43760","1","2019-01-10 08:42:47","3","782","<dataset>","2","1"
"43761","2","2019-01-10 08:51:51","0","","","",""
"43763","2","2019-01-10 09:04:39","1","","","",""
"43764","1","2019-01-10 09:23:31","1","215","<research><implementation><code>","1","1"
"43765","2","2019-01-10 09:57:14","-1","","","",""
"43769","1","2019-01-10 11:17:22","1","28","<cnn>","1",""
"43770","1","2019-01-10 11:27:22","0","35","<machine-learning><unsupervised-learning><machine-learning-model>","1",""
"43771","1","2019-01-10 12:03:47","4","777","<beginner><career>","4","2"
"43772","1","2019-01-10 12:22:19","1","178","<machine-learning><preprocessing><encoding>","1",""
"43773","1","2019-01-10 12:42:02","3","127","<python><pandas><sql><data-wrangling><data.table>","2",""
"43774","2","2019-01-10 13:36:19","1","","","",""
"43775","2","2019-01-10 13:56:21","3","","","",""
"43777","2","2019-01-10 15:16:12","1","","","",""
"43778","2","2019-01-10 15:37:34","0","","","",""
"43779","1","2019-01-10 15:37:48","0","70","<statistics>","1",""
"43781","2","2019-01-10 15:58:05","2","","","",""
"43782","2","2019-01-10 16:05:25","2","","","",""
"43783","2","2019-01-10 16:23:12","3","","","",""
"43784","1","2019-01-10 16:28:05","2","60","<machine-learning><python><data-mining>","1",""
"43785","2","2019-01-10 17:30:10","2","","","",""
"43787","1","2019-01-10 18:04:42","2","57","<machine-learning><neural-network><deep-learning><tensorflow><cnn>","1",""
"43788","2","2019-01-10 18:47:02","1","","","",""
"43789","2","2019-01-10 18:47:31","0","","","",""
"43791","2","2019-01-10 19:23:44","0","","","",""
"43792","2","2019-01-10 19:37:35","1","","","",""
"43793","1","2019-01-10 19:39:25","1","2381","<scikit-learn><scoring><grid-search><gridsearchcv>","1",""
"43794","2","2019-01-10 19:43:01","1","","","",""
"43795","2","2019-01-10 19:54:02","2","","","",""
"43797","2","2019-01-10 20:08:57","1","","","",""
"43798","2","2019-01-10 20:23:33","1","","","",""
"43800","1","2019-01-10 21:03:40","1","146","<pca><data-science-model>","1",""
"43801","1","2019-01-10 21:18:29","3","521","<python><keras><lstm><rnn>","1",""
"43802","1","2019-01-10 22:03:05","2","691","<neural-network><deep-learning><classification><binary>","2","1"
"43804","1","2019-01-11 00:34:35","1","307","<machine-learning><random-forest><decision-trees><weka>","1",""
"43805","2","2019-01-11 01:02:55","7","","","",""
"43808","2","2019-01-11 02:16:30","0","","","",""
"43809","2","2019-01-11 02:35:56","2","","","",""
"43810","2","2019-01-11 02:36:14","2","","","",""
"43811","2","2019-01-11 03:12:04","0","","","",""
"43814","2","2019-01-11 04:29:17","1","","","",""
"43815","1","2019-01-11 04:45:48","1","300","<nlp><svm><accuracy><naive-bayes-classifier>","1",""
"43816","1","2019-01-11 05:01:54","1","68","<machine-learning><python><ensemble-modeling>","0",""
"43817","2","2019-01-11 06:33:13","0","","","",""
"43818","2","2019-01-11 07:10:39","0","","","",""
"43820","2","2019-01-11 07:32:44","1","","","",""
"43821","1","2019-01-11 07:41:01","0","45","<machine-learning><python><scikit-learn><machine-learning-model><overfitting>","1",""
"43822","1","2019-01-11 08:01:19","0","991","<visualization><data><seaborn>","1",""
"43823","2","2019-01-11 08:06:50","1","","","",""
"43824","2","2019-01-11 08:07:17","0","","","",""
"43825","2","2019-01-11 08:20:08","1","","","",""
"43826","1","2019-01-11 08:36:44","1","228","<apache-spark><normalization><feature-scaling><scala>","1",""
"43829","1","2019-01-11 09:26:50","1","18","<time-series><forecast><estimators>","0",""
"43831","1","2019-01-11 10:18:10","0","66","<machine-learning><python>","2",""
"43832","2","2019-01-11 10:46:57","0","","","",""
"43834","1","2019-01-11 10:51:46","2","122","<machine-learning><python><time-series><forecasting>","1","1"
"43835","1","2019-01-11 10:59:43","0","83","<machine-learning><deep-learning><classification><nlp>","1","1"
"43836","2","2019-01-11 11:16:06","1","","","",""
"43838","2","2019-01-11 12:09:28","2","","","",""
"43839","1","2019-01-11 12:10:09","0","47","<neural-network><deep-learning>","3",""
"43840","1","2019-01-11 12:14:01","0","32","<neural-network><classification><convolution>","3",""
"43841","1","2019-01-11 12:27:32","0","59","<classification><regression>","2",""
"43842","2","2019-01-11 13:00:36","1","","","",""
"43843","2","2019-01-11 13:01:34","1","","","",""
"43844","2","2019-01-11 13:12:47","2","","","",""
"43845","2","2019-01-11 13:33:09","1","","","",""
"43847","2","2019-01-11 13:42:49","2","","","",""
"43848","2","2019-01-11 13:43:16","0","","","",""
"43849","2","2019-01-11 13:44:32","1","","","",""
"43850","2","2019-01-11 14:16:10","1","","","",""
"43851","2","2019-01-11 14:17:08","1","","","",""
"43852","2","2019-01-11 14:45:20","1","","","",""
"43853","2","2019-01-11 14:49:42","0","","","",""
"43855","2","2019-01-11 15:10:13","1","","","",""
"43856","2","2019-01-11 15:15:48","1","","","",""
"43857","2","2019-01-11 15:30:15","1","","","",""
"43858","1","2019-01-11 15:30:23","0","813","<machine-learning><neural-network><classification><audio-recognition>","1",""
"43859","2","2019-01-11 15:55:53","1","","","",""
"43860","1","2019-01-11 16:04:05","1","53","<neural-network><loss-function><binary>","1",""
"43862","1","2019-01-11 18:23:05","1","29","<neural-network>","0",""
"43863","1","2019-01-11 18:28:26","3","30","<pca><matplotlib>","1","1"
"43864","2","2019-01-11 19:05:41","2","","","",""
"43865","1","2019-01-11 19:12:28","0","24","<deep-learning>","1",""
"43866","2","2019-01-11 20:49:00","0","","","",""
"43867","2","2019-01-11 20:56:59","0","","","",""
"43868","2","2019-01-11 20:57:09","2","","","",""
"43869","2","2019-01-11 21:01:57","0","","","",""
"43870","1","2019-01-11 21:17:47","0","491","<r><dataframe>","2",""
"43873","1","2019-01-11 22:16:55","0","28","<bigdata><preprocessing>","1",""
"43875","2","2019-01-12 08:09:26","0","","","",""
"43877","2","2019-01-12 09:40:20","1","","","",""
"43880","1","2019-01-12 11:02:44","0","103","<machine-learning><random-forest><prediction>","2",""
"43881","2","2019-01-12 11:13:57","4","","","",""
"43884","2","2019-01-12 16:29:06","0","","","",""
"43891","2","2019-01-12 19:30:14","0","","","",""
"43894","2","2019-01-12 21:54:35","0","","","",""
"43896","1","2019-01-12 23:00:32","2","480","<deep-learning><image-classification><convolution>","3",""
"43897","1","2019-01-12 23:18:02","0","64","<python><scikit-learn><linear-regression>","2",""
"43899","1","2019-01-13 00:47:52","1","50","<deep-learning><keras><gradient-descent>","0","0"
"43900","2","2019-01-13 02:00:26","1","","","",""
"43901","2","2019-01-13 02:29:24","0","","","",""
"43903","2","2019-01-13 06:34:05","1","","","",""
"43905","1","2019-01-13 07:27:05","1","1093","<python><deep-learning><cnn><computer-vision><opencv>","1","1"
"43906","1","2019-01-13 09:18:43","1","35","<neural-network><predictive-modeling><bayesian><bayesian-networks>","0","1"
"43907","2","2019-01-13 09:21:38","1","","","",""
"43908","2","2019-01-13 10:04:19","1","","","",""
"43910","1","2019-01-13 10:23:58","4","101","<deep-learning><cnn>","1",""
"43911","1","2019-01-13 10:40:46","2","173","<machine-learning><python><scikit-learn><predictive-modeling><multiclass-classification>","1","2"
"43912","2","2019-01-13 11:18:56","3","","","",""
"43913","1","2019-01-13 11:23:15","1","78","<machine-learning><nlp><information-retrieval><tfidf>","1",""
"43914","1","2019-01-13 11:25:43","2","71","<machine-learning><python><cnn>","1",""
"43915","2","2019-01-13 11:49:58","0","","","",""
"43916","2","2019-01-13 12:17:50","1","","","",""
"43918","2","2019-01-13 12:44:13","1","","","",""
"43919","2","2019-01-13 12:48:35","1","","","",""
"43920","2","2019-01-13 12:59:06","0","","","",""
"43921","1","2019-01-13 13:43:38","2","51","<machine-learning><neural-network><deep-learning>","2","1"
"43922","2","2019-01-13 14:12:14","0","","","",""
"43923","2","2019-01-13 14:17:30","2","","","",""
"43925","2","2019-01-13 16:06:40","1","","","",""
"43926","2","2019-01-13 16:14:36","2","","","",""
"43927","1","2019-01-13 16:59:14","5","4847","<neural-network><keras><tensorflow>","2","1"
"43928","2","2019-01-13 17:51:18","2","","","",""
"43931","1","2019-01-13 19:59:20","2","88","<machine-learning><classification><svm><kernel><rbf>","1","1"
"43932","2","2019-01-13 20:08:58","0","","","",""
"43933","1","2019-01-13 20:16:37","0","42","<model-selection>","1","1"
"43934","1","2019-01-13 20:49:29","2","1007","<keras><r><time-series><finance>","2",""
"43935","1","2019-01-13 21:08:07","1","13","<predictive-modeling><cnn><parameter-estimation>","0",""
"43936","2","2019-01-13 21:12:42","1","","","",""
"43937","1","2019-01-13 21:14:35","1","9758","<python><numpy>","3",""
"43938","1","2019-01-13 21:24:07","2","720","<neural-network><time-series><regression><lstm>","2","1"
"43939","2","2019-01-13 21:32:36","1","","","",""
"43941","2","2019-01-13 23:08:10","1","","","",""
"43942","2","2019-01-13 23:21:02","0","","","",""
"43943","2","2019-01-14 01:44:44","0","","","",""
"43944","2","2019-01-14 03:10:31","0","","","",""
"43945","1","2019-01-14 03:20:14","0","113","<python><scikit-learn><pandas><numpy>","1","1"
"43946","2","2019-01-14 03:30:23","1","","","",""
"43947","1","2019-01-14 03:40:07","0","1195","<machine-learning><classification><logistic-regression><multiclass-classification>","2",""
"43948","2","2019-01-14 04:25:01","1","","","",""
